text,language
"Urgent UR a accordé un voyage gratuit à EuroDisinc Trav, Aco&Entry41 ou £1000. Pour réclamer txt DIS à 87121 18+6*£1.50(plusFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",french
"Awesome, be there in a minute",english
"बहुत बढ़िया, एक मिनट में हो",hindi
"Großartig, in einer Minute da zu sein.",german
"Génial, soyez là dans une minute",french
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",english
"और यह समस्या है. आप ""कानानालैंड"" में चारों ओर क्या चल रहा है के बारे में आसपास चल रहा है. मैं एक ही चीजें कहते हैं और वे एक कान में जाते हैं और आप जो कुछ करना चाहते हैं बाहर जाते हैं. यह नहीं है कि तुम क्यों मैं परेशान हूँ - यह पता नहीं है कि तुम मुझे परेशान कर रहे हैं जब मैं क्या करना चाहता हूँ. तो तुम मुझे क्यों परेशान नहीं करना चाहते हैं. ""मुझे लगता है कि मैं क्या कर रहा हूँ,"" मैं पागल हो रहा हूँ.",hindi
"Und das ist das Problem. Sie gehen herum in ""julianaland"" unbeachtet, was um Sie herum vor sich geht. Ich sage die gleichen Dinge ständig und sie gehen in einem Ohr und das andere, während Sie gehen tun, was Sie tun wollen. Es ist nicht, dass Sie nicht wissen, warum ich verärgert bin - es ist, dass Sie nicht hören, wenn ich Ihnen sage, WAS wird mich aufregen. Dann wollen Sie überrascht sein, wenn ich wütend bin.",german
"Et c'est le problème. Vous vous promenez dans le ""julanaland"" ignorant ce qui se passe autour de vous. Je dis les mêmes choses constamment et ils vont d'une oreille et de l'autre pendant que vous partez faire tout ce que vous voulez faire. Ce n'est pas que vous ne savez pas pourquoi je suis contrarié--c'est que vous n'écoutez pas quand je vous dis ce qui va me contrarier.",french
I've told you everything will stop. Just dont let her get dehydrated.,english
"मैं तुम्हें सब कुछ बंद हो जाएगा बता दिया है, बस उसे परेशान नहीं करते.",hindi
"Ich habe dir gesagt, alles wird aufhören, aber lass sie nicht dehydrieren.",german
"Je t'ai dit que tout allait s'arrêter, ne la laisse pas se déshydrater.",french
Or I guess  &lt;#&gt;  min,english
या मैं Tlt;# wgt; मि.,hindi
Oder ich schätze &lt;#&gt; min,german
Ou je suppose que &lt;#&gt; min,french
I'm home. Ard wat time will u reach?,english
मैं घर पर हूँ.,hindi
Ich bin zu Hause. Ard Wat Zeit wird u erreichen?,german
Je suis à la maison.,french
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",english
"तूफानिंग : Wenuphhne, uhwowown कहते हैं, क्या uwawaw का वास्तविक अर्थ है??",hindi
"Storming msg: Wen u lift d phne, u sagen ""HELLO"" Do u knw wt is d real Bedeutung von HELLO??... Es ist d Name eines Mädchens......... Und u knw wer ist dat girl?? ""Margaret Hallo"" Sie ist d girlfrnd f Grahmbell, die invnted Telefon....... Moral:Man kann 4get d Name einer Person, bt nicht seine girlfrnd... G o d n i g h t.....@",german
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real sens of HELLO?.... C'est le nom d d'une fille..!... Oui.. Et u knw who is dat girl?? ""Margaret Hello"" C'est d girlfrnd f Grahmbell who invnted telphone....... Moral:On peut obtenir le nom d d'une personne, bt not his girlfrnd... G o o d n i g h t..@",french
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",english
"यदि आप इसे मैप करना चाहते हैं या कुछ देखना चाहते हैं ""Sffforवुड ड्राइव"", कि छोटे से सड़क है जहाँ सड़क बहुत है",hindi
"Wenn Sie es kartieren wollen oder etwas nach oben schauen ""usf dogwood drive"", das ist die winzige Straße, wo der Parkplatz ist",german
"Si vous voulez mapquest it ou quelque chose chercher vers le haut ""usf dogwood drive"", c'est la petite rue où le parking est",french
Aight should I just plan to come up later tonight?,english
मैं सिर्फ बाद में आज रात आने के लिए योजना चाहिए?,hindi
Soll ich heute Abend wieder hochkommen?,german
Est-ce que je vais venir plus tard ce soir?,french
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,english
मर जाओ... मैं ने बिना किसी कारण के ई को काट दिया है कि 2 को ई इम्पम अभिलेख में डाल दिया है. Hiz... मैं बहुत दुखी हूँ...,hindi
"Ich habe aus Versehen e msg gelöscht ich nehme an, 2 in e sim Archiv gesetzt. Haiz... Ich bin so traurig...",german
Die... j'ai accidentellement supprimé e msg i suppose 2 mis dans e sim archive. Haiz... je suis si triste...,french
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",english
"UK-K-ACAT की अद्यतन में आपका स्वागत है यह STACK-ANTEL आपको 0878989835 के लिए स्वतंत्र बुला रहा है _BAR_ भविष्य mgs हर दिन 150p पर बिल दिया गया _BAR_ रद्द करने के लिए रद्द करने के लिए ""QX123"" को रद्द करें",hindi
Willkommen bei UK-mobile-date diese msg ist kostenlos geben Ihnen kostenlose Anrufe zu 08719839835. Zukunft mgs auf 150p täglich in Rechnung gestellt.,german
"Bienvenue au Royaume-Uni-mobile-date ce msg est gratuit vous donnant appel gratuit au 08719839835. Les mgs futurs facturés à 150p par jour. Pour annuler envoyer ""go stop"" à 89123",french
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,english
यह आप एक महान दिन की कामना कर रहा है. मोजी ने मुझे आपके प्रस्ताव के बारे में बताया है और हमेशा मैं कुछ बोल नहीं रहा था. आप इतनी आसानी से मेरे पक्ष और उसकी तीव्रता पर बड़ी लंबाई के लिए जाने के लिए पेशकश. मेरा परीक्षा अगले firi दिनों है. उसके बाद मैं और अधिक छूने के बाद. क्षमा करना होगा.,hindi
"Dies ist Ihnen einen tollen Tag wünschen. Moji erzählte mir von Ihrem Angebot und wie immer war ich sprachlos. Sie bieten so einfach, um große Längen in meinem Namen zu gehen und seine atemberaubend. Meine Prüfung ist am nächsten Freitag. Danach werde ich in Kontakt bleiben mehr. Sorry.",german
"Ceci vous souhaite un grand jour. Moji m'a parlé de votre offre et comme toujours j'ai été sans voix. Vous offrez si facilement d'aller à de grandes longueurs en mon nom et son étonnante. Mon examen est vendredi prochain. Après cela, je vais rester en contact plus. Désolé.",french
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",english
"आज अपने जवाब के लिए फिर से धन्यवाद. जब वसंत में आ रहा है. और uuuuu अभी भी ucyyy और बैग खरीद रहे हैं. मेरी बहन की बातें आसान नहीं हैं, चाचा जोन भी अपने स्वयं के बिल हैं तो मैं वास्तव में सोच करने की जरूरत है कि कैसे मेरे पैसे बनाने के लिए. बाद में मुझे लगता है कि मैं अपने पैसे बनाने के लिए की जरूरत है कि कैसे. बाद में, मैं एक बार फिर से अधिक पैसे बनाने के लिए.",hindi
